id_venda,data_venda,cliente,produto,categoria,regiao,quantidade,preco_unitario
344,2025-04-27,Cliente_008,Notebook,Computadores,Norte,7.0,3910.95
345,2025-02-04,Cliente_009,Teclado,Perifericos,Sul,,218.46
346,2025-08-07,Cliente_035,Teclado,Perifericos,Sudeste,4.0,275.75
347,DATA INVALIDA,Cliente_040,Smartphone,Celulares,Sul,5.0,2108.0
348,2025-09-25,cliente#048,Monitor,Computadores,Nordeste,9.0,1168.35
349,2025-02-06,Cliente_036,Monitor,Computadores,Nordeste,8.0,1181.56
350,2025-07-26,Cliente_026,  Teclado ,Perifericos,Centro-Oeste,6.0,236.6
351,2025-03-07,Cliente_006,Tablet,Celulares,Norte,10.0,1910.56
352,2025-07-31,Cliente_049,Notebook,Computadores,Nordeste,1.0,3879.91
353,2025-12-26,Cliente_018,Mouse,Perifericos,Nordeste,4.0,115.03
354,2025-12-18,Cliente_047,Monitor,Computadores,Sul,10.0,1105.63
355,2025-05-31,Cliente_017,Smartphone,Celulares,Norte,,2184.47
356,2025-12-01,Cliente_040,Headset,Perifericos,Sul,7.0,387.05
357,2025-03-05,Cliente_013,Mouse,Perifericos,Sul,6.0,122.39
358,2025-01-24,Cliente_048,Teclado,Perifericos,Norte,2.0,251.19
359,2025-12-31,cliente#010,Headset,Perifericos,Centro-Oeste,4.0,374.69
360,2025-12-16,Cliente_005,Smartphone,Celulares,Centro-Oeste,4.0,1949.18
361,2025-05-10,  Cliente_041,Smartphone,Celulares,Norte,1.0,2383.0
362,2025-07-19,Cliente_026,Smartphone,Celulares,Sul,10.0,2212.22
363,2025-05-14,Cliente_022,Mouse,Perifericos,Sudeste,3.0,107.08
364,2025-05-30,Cliente_004,Teclado,Perifericos,Centro-Oeste,10.0,267.72
365,2025-11-14,Cliente_026,Mouse,Perifericos,Nordeste,2.0,115.45
366,2025-12-05,Cliente_020,Notebook,Computadores,Norte,7.0,3655.94
367,2025-01-04,Cliente_044,Notebook,Computadores,Sul,7.0,3909.99
368,2025-07-23,Cliente_034,Teclado,Perifericos,Sudeste,3.0,226.01
369,2025-02-19,Cliente_017,Mouse,Perifericos,Centro-Oeste,9.0,
370,DATA INVALIDA,CLIENTE-019,Notebook,Computadores,Centro-Oeste,5.0,3495.61
371,2025-12-01,Cliente_046,Teclado,Perifericos,Sudeste,2.0,280.16
372,2025-01-26,Cliente_022,Tablet,Celulares,Sudeste,10.0,2003.75
373,2025-06-08,Cliente_032,Mouse,Perifericos,Nordeste,2.0,118.64
374,2025-12-25,CLIENTE-020,Headset,Perifericos,Centro-Oeste,3.0,397.26
375,2025-10-22,Cliente_007,Smartphone,Celulares,Sul,3.0,2027.28
376,2025-07-23,Cliente_026,  Tablet ,Celulares,Sul,7.0,1870.81
377,2025-10-29,Cliente_022,Smartphone,Celulares,Nordeste,10.0,2445.78
378,2025-10-01,Cliente_008,Teclado,Perifericos,Sudeste,9.0,273.06
379,2025-07-10,Cliente_039,Tablet,Celulares,Norte,8.0,1682.51
380,2025-03-09,Cliente_005,Notebook,Computadores,Norte,2.0,3994.75
381,2025-10-14,Cliente_050,Teclado,Perifericos,Nordeste,8.0,271.17
382,2025-05-23,Cliente_029,Teclado,Perifericos,Centro-Oeste,1.0,244.14
383,2025-05-18,Cliente_039,Mouse,Perifericos,Centro-Oeste,7.0,103.49
384,2025-08-01,Cliente_027,Notebook,Computadores,Sudeste,6.0,3575.55
385,2025-07-06,CLIENTE-034,Mouse,Perifericos,Nordeste,7.0,123.12
386,2025-05-03,Cliente_005,Tablet,Celulares,Centro-Oeste,6.0,1745.78
387,2025-11-29,Cliente_034,Smartphone,Celulares,Norte,6.0,2219.34
388,2025-12-04,Cliente_008,Headset,Perifericos,Sudeste,8.0,392.45
389,2025-06-04,Cliente_025,Mouse,Perifericos,Nordeste,6.0,133.71
390,2025-04-24,Cliente_046,  Teclado ,Perifericos,Norte,10.0,215.76
391,2025-03-12,Cliente_047,Tablet,Celulares,Centro-Oeste,6.0,1738.61
392,2025-09-11,CLIENTE-022,  Monitor ,Computadores,Sudeste,5.0,1044.3
393,2025-01-01,Cliente_008,Notebook,Computadores,Sudeste,4.0,3945.43
394,2025-06-04,Cliente_007,Teclado,Perifericos,Sul,7.0,225.17
395,2025-02-20,cliente#043,Mouse,Perifericos,Norte,4.0,135.41
396,2025-04-26,Cliente_041,Monitor,Computadores,Sudeste,1.0,
397,2025-06-13,Cliente_047,  Mouse ,Perifericos,Sul,9.0,124.99
398,2025-11-20,Cliente_035,Headset,Perifericos,Sul,3.0,314.37
399,2025-07-15,CLIENTE-047,Headset,Perifericos,Nordeste,3.0,304.56
400,2025-12-18,Cliente_019,Monitor,Computadores,Centro-Oeste,9.0,1183.59
401,2025-09-02,cliente#049,  Notebook ,Computadores,Sudeste,6.0,3335.72
402,DATA INVALIDA,Cliente_032,  Teclado ,Perifericos,Sul,6.0,285.28
403,2025-02-25,Cliente_044,Monitor,Computadores,Sudeste,5.0,1065.09
404,2025-11-08,Cliente_009!!,Mouse,Perifericos,Sul,5.0,137.05
405,2025-11-12,Cliente_035,Mouse,Perifericos,Norte,8.0,131.79
406,2025-07-19,Cliente_033,Smartphone,Celulares,Norte,4.0,2368.64
407,2025-04-30,Cliente_003,Smartphone,Celulares,Norte,6.0,2052.03
408,2025-12-28,  Cliente_022,Headset,Perifericos,Sudeste,1.0,365.17
409,2025-01-04,Cliente_027,Smartphone,Celulares,Sul,5.0,2119.97
410,2025-07-11,Cliente_018,Teclado,Perifericos,Sul,8.0,229.76
411,2025-06-09,Cliente_032,Teclado,Perifericos,Centro-Oeste,3.0,278.87
412,2025-01-30,Cliente_025,Monitor,Computadores,Norte,4.0,1136.05
413,2025-10-31,Cliente_009,Mouse,Perifericos,Sul,10.0,
414,2025-05-17,Cliente_008,Monitor,Computadores,Norte,5.0,1337.21
415,2025-07-20,Cliente_028,Notebook,Computadores,Centro-Oeste,6.0,3661.05
416,2025-05-09,Cliente_046,Tablet,Celulares,Sudeste,10.0,2039.27
417,2025-06-18,Cliente_038,Notebook,Computadores,Sudeste,,3128.5
418,2025-05-23,cliente#014,Teclado,Perifericos,Sudeste,1.0,284.64
419,2025-04-20,Cliente_002,Tablet,Celulares,Norte,6.0,1732.6
420,2025-04-14,Cliente_037,Monitor,Computadores,Centro-Oeste,6.0,1207.04
421,2025-04-19,Cliente_036,Mouse,Perifericos,Centro-Oeste,,121.34
422,2025-04-04,Cliente_035,Monitor,Computadores,Norte,3.0,1071.74
423,2025-11-19,Cliente_008,Monitor,Computadores,Centro-Oeste,,1112.94
424,2025-05-15,Cliente_044,Notebook,Computadores,Nordeste,7.0,3879.08
425,2025-09-12,Cliente_048,Notebook,Computadores,Norte,1.0,3450.04
426,2025-07-01,Cliente_005,Teclado,Perifericos,Centro-Oeste,5.0,281.57
427,2025-07-12,Cliente_039,Teclado,Perifericos,Nordeste,9.0,215.25
428,2025-05-08,Cliente_016,Monitor,Computadores,Norte,4.0,1225.35
429,2025-04-21,Cliente_011,Teclado,Perifericos,Centro-Oeste,4.0,259.61
430,2025-12-04,Cliente_014,Headset,Perifericos,Nordeste,9.0,359.11
431,2025-10-02,Cliente_026,Tablet,Celulares,Sudeste,4.0,2034.49
432,2025-08-21,Cliente_010,Monitor,Computadores,Centro-Oeste,1.0,1135.31
433,DATA INVALIDA,Cliente_040,Tablet,Celulares,Norte,,1550.79
434,2025-03-11,Cliente_001!!,Monitor,Computadores,Sul,,1140.68
435,2025-01-15,Cliente_026,Tablet,Celulares,Sudeste,1.0,1581.16
436,2025-12-11,Cliente_026,Mouse,Perifericos,Centro-Oeste,5.0,129.8
437,2025-03-23,Cliente_015,Teclado,Perifericos,Norte,5.0,249.58
438,2025-04-04,  Cliente_023,Monitor,Computadores,Sul,9.0,1324.8
439,2025-09-25,Cliente_050,Teclado,Perifericos,Norte,4.0,234.65
440,2025-02-14,Cliente_027,Headset,Perifericos,Norte,7.0,313.22
441,2025-07-12,Cliente_015,Smartphone,Celulares,Sul,2.0,
442,2025-03-07,Cliente_015,Teclado,Perifericos,Centro-Oeste,7.0,224.52
443,2025-03-09,Cliente_019,Teclado,Perifericos,Nordeste,3.0,287.37
444,2025-09-05,Cliente_008,Smartphone,Celulares,Norte,2.0,1984.89
445,2025-10-09,Cliente_031,Smartphone,Celulares,Sul,8.0,2262.26
446,DATA INVALIDA,Cliente_012,Notebook,Computadores,Sudeste,6.0,3156.65
447,2025-03-17,Cliente_003,Monitor,Computadores,Nordeste,2.0,1278.18
448,2025-10-24,Cliente_004,Monitor,Computadores,Nordeste,9.0,1132.96
449,2025-06-01,Cliente_026,Tablet,Celulares,Nordeste,8.0,1837.23
450,2025-05-16,Cliente_019,Mouse,Perifericos,Centro-Oeste,7.0,112.9
451,2025-05-12,Cliente_010,Teclado,Perifericos,Centro-Oeste,7.0,255.46
452,2025-12-06,Cliente_035,Tablet,Celulares,Centro-Oeste,7.0,1577.68
453,2025-07-19,Cliente_027,Mouse,Perifericos,Norte,5.0,118.44
454,2025-09-07,Cliente_037,Teclado,Perifericos,Norte,4.0,253.51
455,2025-08-25,Cliente_030,Teclado,Perifericos,Nordeste,1.0,270.99
456,2025-09-02,Cliente_015,Mouse,Perifericos,Sudeste,3.0,111.03
457,2025-12-27,CLIENTE-043,Monitor,Computadores,Norte,7.0,1062.15
458,2025-04-29,Cliente_010,Mouse,Perifericos,Sudeste,5.0,124.03
459,2025-08-06,Cliente_020,Mouse,Perifericos,Sudeste,,102.74
460,2025-01-29,Cliente_019,  Teclado ,Perifericos,Sudeste,8.0,217.77
461,2025-09-07,Cliente_036,Mouse,Perifericos,Nordeste,10.0,136.23
462,2025-05-18,Cliente_049,Teclado,Perifericos,Norte,7.0,275.8
463,2025-05-12,Cliente_049,Smartphone,Celulares,Norte,1.0,2316.18
464,2025-06-24,Cliente_001,Monitor,Computadores,Nordeste,6.0,1334.64
465,2025-03-30,Cliente_004,Teclado,Perifericos,Sudeste,6.0,227.91
466,2025-12-29,Cliente_037,Smartphone,Celulares,Sudeste,,1900.51
467,DATA INVALIDA,Cliente_031,Tablet,Celulares,Nordeste,10.0,1903.56
468,2025-05-15,Cliente_003,Teclado,Perifericos,Centro-Oeste,5.0,232.36
469,2025-08-09,Cliente_010,Monitor,Computadores,Nordeste,8.0,1318.41
470,2025-12-20,Cliente_012,Teclado,Perifericos,Sul,8.0,244.76
471,2025-07-09,Cliente_021,Mouse,Perifericos,Sudeste,2.0,115.23
472,2025-05-05,Cliente_025,Tablet,Celulares,Sudeste,1.0,1755.03
473,2025-03-23,Cliente_030,Teclado,Perifericos,Sul,2.0,278.78
474,2025-02-14,Cliente_019,Smartphone,Celulares,Centro-Oeste,6.0,2448.85
475,2025-05-19,Cliente_006,  Headset ,Perifericos,Nordeste,9.0,308.52
476,2025-09-07,Cliente_021,Mouse,Perifericos,Nordeste,5.0,109.2
477,2025-03-18,Cliente_003,Tablet,Celulares,Nordeste,9.0,1601.98
478,2025-11-16,Cliente_002,Notebook,Computadores,Nordeste,6.0,3797.95
479,2025-04-18,Cliente_035,Headset,Perifericos,Sudeste,10.0,321.5
480,2025-09-28,Cliente_041,Notebook,Computadores,Sul,9.0,3150.14
481,2025-02-23,Cliente_023,Mouse,Perifericos,Sudeste,9.0,114.87
482,2025-05-26,Cliente_014,Headset,Perifericos,Centro-Oeste,2.0,354.35
483,2025-03-19,Cliente_002,Monitor,Computadores,Nordeste,4.0,1088.36
484,2025-07-24,Cliente_005,Notebook,Computadores,Centro-Oeste,10.0,3269.32
485,2025-12-07,Cliente_034,Mouse,Perifericos,Centro-Oeste,6.0,112.56
486,2025-01-04,Cliente_001,Headset,Perifericos,Nordeste,2.0,400.24
487,2025-12-19,Cliente_017,Smartphone,Celulares,Centro-Oeste,4.0,
488,2025-05-01,Cliente_004,Monitor,Computadores,Nordeste,6.0,1191.45
489,2025-02-05,Cliente_034,Teclado,Perifericos,Sul,5.0,219.81
490,2025-01-09,Cliente_007,Smartphone,Celulares,Sudeste,7.0,2313.2
491,2025-12-22,CLIENTE-015,Smartphone,Celulares,Sul,4.0,2324.29
492,2025-11-24,Cliente_003,Teclado,Perifericos,Nordeste,10.0,254.52
493,2025-11-30,Cliente_007,Teclado,Perifericos,Sudeste,4.0,237.38
494,2025-10-01,Cliente_045,Teclado,Perifericos,Sul,3.0,282.25
495,2025-03-20,Cliente_004,Smartphone,Celulares,Norte,1.0,2267.35
496,DATA INVALIDA,cliente#007,Mouse,Perifericos,Sudeste,5.0,120.09
497,2025-03-06,Cliente_047,Mouse,Perifericos,Sudeste,4.0,
498,2025-05-25,Cliente_044,Tablet,Celulares,Norte,4.0,1945.74
499,2025-01-30,Cliente_036,  Headset ,Perifericos,Sudeste,7.0,394.09
500,2025-07-08,Cliente_038,Teclado,Perifericos,Sudeste,7.0,233.82
